Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"Employee was sitting in the resting area at level 326 (raise bore), when he suffered sudden illness, falling and suffering excoriation on the face.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 4:35 p.m. on January 8, 2017, Employee #1 noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was on a ladder attempting to put a belt on an exhaust fan when the fan began spinning.  The pulley popped out and hit him on the head, knocking him off the ladder. He suffered a cervical spinal cord injury.",1,OSHA_SIR,Others,Employee,Uncategorized
"In moments that the operator of the Jumbo 2, tried energize your equipment to proceed to the installation of 4 split set at intersection 544 of Nv 3300, remove the lock and opening the electric board of 440V and 400A, and when lifting the thermomagnetic key This makes phase to ground - phase contact with the panel shell - producing a flash which reaches the operator causing the injury described.",1,IHM_Stefanini,Others,Employee,Energy Isolation
"At 9:05 a.m. on June 17, 2016, a workshop helper received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was moving super sacks onto racks. The employee was standing on the second level of a rack, approximately 12 feet high, to guide the straps of the super sack onto the forklift blades. The employee stepped onto a board to move closer to the super sack and the board broke. As the employee fell his head hit the racking before landing on a super sack below the racking. The employee was hospitalized for fractured neck vertebrae.",1,OSHA_SIR,Others,Employee,Uncategorized
"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",0,IHM_Stefanini,Others,Employee,Hazardous Materials
"At 6:30 a.m. on October 5, 2015, an employee was walking along the side of a truck carrying trash.  The employee was struck by a passing truck, and died.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
An employee was performing maintenance on equipment when the equipment's fan amputated his right pinky finger. The equipment was energized and unguarded at the time.,1,OSHA_SIR,Others,Employee,Uncategorized
The clerk was peeling and pulling a sheet came another one that struck in his 5th chirodactile of the left hand tearing his PVC sleeve caused a cut.,0,IHM_Stefanini,Others,Employee,Line of Fire
"At 2:00 p.m. on August 12, 2016, an employee was cutting a black locust tree down with a chainsaw when a dead limb fell and struck him, injuring his shoulder.  After his shoulder was injured, the employee ran into the path of the falling tree.  The tree fell and pinned the employee to the ground.  The employee was killed from internal injuries and several broken bones.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 3:10 p.m. on December 12, 2017, an employee noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:45 a.m. on February 29, 2016, an employee was framing a two-story roof and fell to the ground. The employee sustained blunt force trauma to the head and he was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 1:20 p.m. on July 21, 2016, Employee #1 slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on March 21, 2016, a workshop helper grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
Two divers were drilling timber piles. One diver's gloved left hand got caught in the second diver's drill and their left middle fingertip was amputated.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 3:10 p.m. on May 21, 2017, a maintenance technician noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on November 21, 2016, a workshop helper carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board.",0,IHM_Stefanini,Others,Employee,Line of Fire
An employee was unloading fiberglass camper shells from a curtain sided semi trailer using a forklift when he fell and struck his head on the pavement.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 10:30 a.m. on June 26, 2016, an office assistant noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",0,IHM_Stefanini,Others,Employee,Line of Fire
An employee was hooking lift cables to a precast concrete slab when he fell from the bed of the flatbed trailer onto the pavement and suffered a concussion.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 1:20 p.m. on June 17, 2017, a contractor's helper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was about to climb a ladder down from a roof. His shoes, wet with dew from the roof, slipped on the first rung of the ladder. He fell to the ground below and suffered a fractured/dislocated elbow and a fractured knee.",1,OSHA_SIR,Others,Employee,Uncategorized
An employee suffered a hand injury and was hospitalized when a pressure washer inadvertently operated.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on January 8, 2016, a warehouse associate was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was using a packing conveyor belt when material got jammed in the machine. While clearing the jam, his right hand was caught on the belt. The palm of the hand was skinned.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 8:40 a.m. on May 26, 2016, a contractor's helper slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At approximately 9:00 a.m. on November 23, 2015, Employee #1 and Coworker #1, employed by an electrical company, were installing electrical wiring conduit and receptacles at a private floating boat dock on a river.  To access the conduit, which was attached to the underside of the dock approximately 10 feet above the river's surface, they were working from a flat pontoon-type boat measuring 8 feet wide by 20 feet long.  The boat had no motor or paddles for maneuvering and no guardrails.  The two employees used their hands to move the boat, and used their hands and a length of rope to hold the boat in place as they worked.  Employee #1 and Coworker #1 were standing in the boat as they maneuvered it under a metal gangway.  They lost control of the boat in the strong river current, and the boat pulled away from the gangway.  The current in the river was approximately 1.5 knots, which equals 1.7 miles per hour. Both employees jumped from the boat.  They caught and held onto the gangway rails with their legs dangling in the water.  When they could hold on no longer, they dropped into the water, a fall height of 1 to 2 feet.  Water temperature was 57 degrees Fahrenheit, and air temperature was in the mid 60 degrees Fahrenheit.  Coworker #1 succeeded in swimming to the boat, which had crashed into another dock approximately 100 yards away.  Employee #1 struggled in the water, unable to stay afloat.  Employee #1 drowned.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"Being 11:30 am. approximately, in the Nv. 1940, CX-791. Mr. Francisco - Operator of the Scoop 18, observes a polyethylene pipe thrown on the road, proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable, a piece of rock that was suspended in the lectro-welded mesh, impacting on the operator's right eyebrow, causing the injury.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 2:45 p.m. on October 21, 2017, a maintenance technician received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 6:45 a.m. on April 4, 2017, an employee was feeding hardwood flooring onto an end matcher.  As the employee was putting a piece of hardwood flooring onto the end matcher, the left ring finger went inside of a round hole on the end matcher table. The plug for the hole was missing. Lugs were moving along the end matcher table moving the flooring off the end matcher and onto a conveyor belt. The employee's ring finger was caught between the hole and the lug and the finger was amputated at about the middle joint. ger was amputated at about the middle joint.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 1:20 p.m. on March 3, 2017, an operator stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:00 p.m. on May 17, 2016, a worker was picking tomatoes. Upon completion of the day's work, the worker was sitting in the company bus prior to being transported to his hometown. He complained of the heat, for which he was given an ice pack and some fluids to cool his body temperature. His symptoms did not change and he died soon after. It was suspected that the worker died from heat exhaustion.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"During execution of drilling on the target - Bolt BRJCLDD0006, made by the company SERVITECFORACO - probe 25, at 09:45 on July 9, 2016, the official Josimar da Silva, in the moment of the maneuver to fish material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. In performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. With the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. The lesion caused a cut in the 4th Quirodactyl, with a need for suture of 3 points to close the cut.",1,IHM_Stefanini,Others,Employee,Uncategorized
"By manually moving a steel cabinet for disposal with the help of another employee, the operator had his finger pressed down between the wall and the cabinet causing injury.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 9:00 a.m. on May 18, 2017, an employee was bending over to pick something up, when he was  struck by a skid steer loader. The employee was killed from crushing injuries.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",1,IHM_Stefanini,Others,Employee,Energy Isolation
"While exiting a building, an employee slipped on the edge of a sidewalk and impacted the ground, resulting in a fractured left ankle and hospitalization.",1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was working on a 6-inch jointer in the cabinet and doors building when their glove was caught in the machine. The machine pulled the employee's glove in, resulting in the amputation of the right middle and ring fingers.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on October 3, 2017, a contractor's helper got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At approximately 8:15 a.m. on July 20, 2016, Employee #1 was installing lightening protection when he fell approximately 30 feet and died.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 9:05 a.m. on April 3, 2017, a contractor's helper caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on August 3, 2016, a storekeeper noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on May 3, 2016, a storekeeper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"On June 19, 2017,around 6:45 p.m., an employee was adjusting a paper tubing machine when his left hand was caught and lacerated between two rollers. He was hospitalized and had surgery.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 4:35 p.m. on June 26, 2016, a workshop helper slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on February 26, 2017, an employee received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on May 3, 2017, an operator bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on March 3, 2017, an employee had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"By averaging 8:23 am at the offices of Ajani, Liliana prepares to store folders in the warehouse, to go to the place it comes out of the iglu, when going down the two steps it does so diagonally so it sits the left foot on the edge of the second step causing the foot to bend Left inward, it stabilizes quickly avoiding falling to the ground.",0,IHM_Stefanini,Others,Employee,Working at Heights
"At 9:05 a.m. on September 3, 2017, a maintenance technician was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on January 3, 2016, an operator was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on April 18, 2017, an employee was tightening up u-bolts on the top of a tanker truck.  The employee fell from the truck and was killed when his head struck the concrete floor, fracturing his skull.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 9:30 a.m. on July 31, 2015, Employee #1 was doing demolition work on a gazebo. The employee was trying to forcibly remove the center light electrical cable. This caused the gazebo to shift. The shift caused the roof to collapse, crushing and killing Employee #1.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 10:30 a.m. on November 12, 2016, a warehouse associate observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on March 8, 2016, a contractor's helper bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on April 3, 2016, an office assistant stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"A Gaeta Recycling employee was standing at an exit from a trash-baling chamber, installing a trash bag on a chute. A propane tank, hidden in a pile of garbage, entered the baler chamber, where it exploded under pressure. The employee suffered head and face burns.",1,OSHA_SIR,Others,Employee,Uncategorized
"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",0,IHM_Stefanini,Others,Employee,Hazardous Materials
"At 10:00 a.m. on October 18, 2015, an employee was fastening the cover on a letter sign after a repair was made. The employee was moving away from the structure on an aerial ladder, thrown backward, and then forward, and fell 19 feet to pavement. The employee was not using a personal fall arrest system. The employee was transported to the hospital by medevac. The employee sustained head trauma and died.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.",1,IHM_Stefanini,Others,Employee,Uncategorized
"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",1,IHM_Stefanini,Others,Employee,Working at Heights
"At 9:05 a.m. on December 17, 2017, a storekeeper observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
Employees were working to drain condensate in a dead-leg tee on the compressed air header in preparation for hooking up a rental compressor to the header. Employee 1 opened the isolation valve to drain the tee and the butterfly valve opened more than expected. The disconnected 3-inch hose at the end of the line began whipping around and the fitting on the end of the hose struck Employee 2 in the lower right leg resulting in a compound fracture.,1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was cleaning a dishwasher with a lime descaler. While in the process of removing a macaroni and cheese from the oven, which is located approximately 4 feet from the dishwasher, the employee became light-headed and fell to the floor due to chemical exposure.",1,OSHA_SIR,Others,Employee,Uncategorized
At approximately 6:20 p.m. on 08/06/16 the operator Eustaquio falls down from the metal platform that gives access to tank D-1021 of the strong acid leaching stage and suffers luxo-fractures in the wrist left when leaning on the floor with his hand. The operator was directed to the first tank of the strong acid leaching stage (Tk D-2040) to verify the entry of spent to the taque.,1,IHM_Stefanini,Others,Employee,Working at Heights
"An employee was climbing a ladder to complete a service call. A bolt holding the cable to an adjacent utility pole fell out of the pole, causing slack in the cable. As a result, the ladder bounced and the employee fell approximately 15 feet to the ground. He suffered possible fractured vertebrae.",1,OSHA_SIR,Others,Employee,Uncategorized
"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",0,IHM_Stefanini,Others,Employee,Uncategorized
An employee was lifting a 25-pound box and heard a crack. The employee was hospitalized for back pain.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:45 p.m. on April 17, 2016, an office assistant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"After returning an item to the produce section, an employee was walking back toward the cash register area when his left shoe caught on the floor causing him to lose balance and fall onto his right side. He was hospitalized with a fractured right hip.",1,OSHA_SIR,Others,Employee,Uncategorized
"At Rp 050 of level 1620, in circumstances where the workers of the company were performing the task of diamond drilling, the assistants Jhonatan (injured) and Nilton were preparing to increase the HQ perforation pipe located on the scaffolding, Mr. Jhonatan lifts one end of the tube and supports it on the pulley of the equipment frame, the other end being on the working scaffolding, at the moment that Mr. Nilton lifts the end of the HQ pipe that is in the scaffolding to position in the frame, the upper part of the pipe comes out of the pulley falling and striking the right hand of the worker jhonatan against bolts that has the lateral part of the same frame causing the injury described.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 8:47 a.m. on November 23, 2016, an employee was climbing stairs, when the employee collapsed of an apparent heart attack.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"An employee was standing in a grocery cart, stocking an upper shelf. The employee fell to the floor and suffered a broken femur.",1,OSHA_SIR,Others,Employee,Uncategorized
"At approximately 9:00 p.m. on October 11, 2016, an employee was changing filters on HVAC units. The employee attempted to climb over a free standing masonry block wall. The wall collapsed and sections of the wall struck him when he fell. The employee received broken facial bones, traumatic brain injury, a broken neck and severed spine and was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",0,IHM_Stefanini,Others,Employee,Uncategorized
"Being 04:20 p.m. approximately, in the Nv. 1880, CX-781. Mr. Kevin helper of Jumbo 55, removed the drill rod that was in the drilling hole, instants that breaks the chain of subjection of the table of the drilling machine, sliding down achieving rubbing the index finger of the left hand, causing the injury.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At 3:10 p.m. on June 3, 2017, a warehouse associate grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",1,IHM_Stefanini,Others,Employee,Uncategorized
"At the moment of entering through the mouth of Tunel 3600, the employee moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, immediately evacuated him to Natclar after reporting to the control center.",0,IHM_Stefanini,Others,Employee,Driving/Line of Fire
"At 7:30 a.m. on January 12, 2017, an employee was cutting meat  with band saw when it split apart.  The employee's hand slipped into the moving blade and amputated hisright index finger at its first knuckle.  The employee was hospitalized and his finger was reattached by surgery.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"Being 10:50 am. Approximately, in the workshop of mechanical maintenance (surface) Mr. Orlando of boltec) and his assistant Mr. Macedonio made the cut of the link to shorten the distance of the chain and hold the injection hose of resin, instant that the saw blade leaves its cutting position, affecting the second finger of the left hand causing the injury.",0,IHM_Stefanini,Others,Employee,Uncategorized
Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,0,IHM_Stefanini,Others,Employee,Line of Fire
"At 12:00 a.m. on September 11, 2016, according to the ""Report of Investigation by Medical Examiner"", the employee was a truck driver and was at a Walmart Distribution Center.  A witness stated that she had gotten out of her truck and walked behind the truck and trailer when the witness heard a scream.  The employee was found under the tires of the trailer.  The witness got in the truck and pulled it foward to free the employee. Per the law enforcement officer, the emergency brake had not been set, causing the truck and trailer to roll backwards onto the employee. The report stated that the employee was killed from positional asphyxia due to the trailer rolling and pinning her down.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 5:05 p.m. on July 3, 2016, an office assistant slipped on a small patch of spilled water in the corridor and briefly lost balance before steadying against the wall. The employee was uninjured and continued working. The spill was mopped immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on April 26, 2016, a storekeeper felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was sorting chicken necks on a conveyor belt when her finger was caught between the belt and guide, resulting in an amputation.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 10:30 p.m. on February 5, 2016, an employee was removing freight from a truck with a fork lift.  The employee reached through the mast and the controls were activated. The employee was caught in the mast and he was crushed and killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 1:20 p.m. on September 21, 2017, a warehouse associate got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on February 12, 2016, a housekeeping attendant was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on April 17, 2017, a maintenance technician found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on May 12, 2016, an employee stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was walking on the roof when he fell 30 to 40 feet to the ground, suffering broken ribs, punctured lungs, and other injuries.",1,OSHA_SIR,Others,Employee,Uncategorized
"In the welding workshop of level 3620 (Ex -450 tunnel quinoa), in moments that the assistant raised a wooden strut - 3m long x 4 ""diameter - 20 Kg of weight, to place it on the work table at 1.30 m of height, treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder.",0,IHM_Stefanini,Others,Employee,Uncategorized
"An employee was removing excess butter from a machine when the filler caught the employee's disposable glove, forcing their finger into the mold. The employee sustained lacerations and fractures to two areas of their left middle finger.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 1:20 p.m. on February 12, 2016, a workshop helper had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was guiding a steel structure onto anchor bolts for securement. The steel structure began to rotate and the employee grabbed the base of the structure to prevent movement. The employee's finger was pinched between the steel structure and the anchor bolts resulting in an amputation to the left middle fingertip.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 4:35 p.m. on September 3, 2017, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"An employee was starting up a thermoforming machine. As the employee threaded a plastic sheet through an oven, his fingers were pinched in a nip point created by the oven chain as it indexed. He suffered a partial amputation to the right ring finger and a laceration to the right middle finger.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 5:05 p.m. on March 8, 2017, a maintenance technician stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:30 a.m. on January 16, 2017, an employee was descending a ladder into a manhole to repair a leaking pipe.  The employee was overcome by gasses inside the manhole and was asphyxiated by hydrogen sulfide and methane gas.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 7:15 a.m. on October 26, 2017, a storekeeper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"In circumstances in which the operator of the scooptram proceeded to sit on his equipment, when closing the door he takes his right hand off the handrail and places it close to the door hinge, which when closing traps part of the worker's middle finger . The worker at the time of the accident made use of leather safety gloves.",1,IHM_Stefanini,Others,Employee,Uncategorized
