Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"At 4:35 p.m. on June 26, 2017, a contractor's helper had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on March 21, 2016, Employee #1 observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on December 26, 2016, an operator had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on November 26, 2016, a housekeeping attendant stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on January 21, 2017, a maintenance technician tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on December 3, 2016, an office assistant was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on March 26, 2017, an operator observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on September 12, 2016, a contractor's helper was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on August 8, 2016, a workshop helper noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on November 12, 2017, a contractor's helper grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on August 26, 2016, an operator received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on July 17, 2016, an employee lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on May 26, 2016, an employee received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on December 8, 2016, a contractor's helper received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on April 3, 2017, a warehouse associate noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on May 3, 2016, an employee carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on April 8, 2016, a housekeeping attendant was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on November 21, 2016, a contractor's helper noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on March 26, 2017, a workshop helper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on November 8, 2016, a workshop helper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on October 21, 2017, a workshop helper was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on June 17, 2017, a contractor's helper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on June 26, 2017, a workshop helper noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on July 3, 2017, a warehouse associate stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on July 21, 2017, an office assistant felt a mild strain in the shoulder after manually shifting a light toolbox onto a bench. The employee was advised on lifting technique and reported no lasting discomfort. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on July 3, 2017, Employee #1 sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on September 3, 2017, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on July 8, 2016, an employee had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on August 12, 2016, an office assistant felt a mild strain in the shoulder after manually shifting a light toolbox onto a bench. The employee was advised on lifting technique and reported no lasting discomfort. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on May 17, 2016, a warehouse associate was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on December 26, 2017, a storekeeper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on June 3, 2017, a warehouse associate lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on May 21, 2017, a warehouse associate felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on August 3, 2016, an office assistant lost footing on a wet floor near the wash bay and landed on one knee at the same level. A minor bruise was noted. No treatment beyond first aid was required and no time was lost. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on January 3, 2017, a workshop helper felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on November 8, 2016, a warehouse associate caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on July 3, 2017, an employee bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on May 26, 2017, a workshop helper slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on April 21, 2016, a housekeeping attendant got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on September 12, 2017, an office assistant was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on January 21, 2017, an employee got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on March 8, 2017, an operator carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on December 8, 2016, an office assistant had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on October 26, 2017, a storekeeper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on August 3, 2016, a maintenance technician found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on April 26, 2017, an employee had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on May 3, 2017, a maintenance technician was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on October 3, 2017, a workshop helper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on March 3, 2016, a maintenance technician slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on June 8, 2017, an employee received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on October 17, 2016, a storekeeper pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on January 8, 2016, a storekeeper bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on February 8, 2017, Employee #1 had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on September 17, 2017, a workshop helper bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on March 17, 2016, a storekeeper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on May 21, 2016, a maintenance technician observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on August 26, 2017, a housekeeping attendant stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on December 12, 2017, a warehouse associate sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on February 21, 2016, a workshop helper stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on February 17, 2017, a contractor's helper grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on November 21, 2017, a warehouse associate tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on April 17, 2016, an operator sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on March 12, 2017, a warehouse associate grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on February 26, 2017, a workshop helper carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on October 21, 2016, a maintenance technician found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on February 8, 2016, a workshop helper caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on January 12, 2017, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on May 17, 2017, a contractor's helper noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on August 12, 2016, Employee #1 tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on November 3, 2016, an employee tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on March 26, 2016, a housekeeping attendant caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on September 3, 2016, a housekeeping attendant pinched a finger between two stacked plastic pallets while manually separating them. A minor pinch mark was noted with no break in the skin. The employee continued working. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on March 26, 2016, an operator felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on September 12, 2016, a workshop helper was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on January 3, 2016, an employee got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on October 3, 2016, a workshop helper had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on June 8, 2017, an office assistant noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on May 3, 2016, Employee #1 stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on January 12, 2016, a warehouse associate found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on January 21, 2016, an office assistant slipped while stepping off a low kerb and twisted the left ankle slightly. An ice pack was applied at the first aid post. The employee walked unaided and returned to duty the same shift. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on June 8, 2016, an employee felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on December 17, 2016, a warehouse associate had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on March 26, 2017, a workshop helper reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on July 21, 2017, a contractor's helper stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on June 3, 2016, a storekeeper experienced mild skin irritation on the wrist after wearing a damp glove for an extended period. The glove was replaced with a dry pair and the irritation subsided. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on May 21, 2016, a housekeeping attendant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 7:15 a.m. on December 26, 2016, a contractor's helper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on December 26, 2016, an office assistant was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on December 8, 2016, an operator had a plastic hand tool fall from a bench onto their boot from a height of about 30 centimetres. Safety footwear prevented any injury. The bench edge guard was refitted. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on April 8, 2016, a storekeeper caught a glove on a cabinet latch while closing a de-energised control panel door. The glove was snagged but the hand was uninjured. The latch was filed smooth. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on November 3, 2017, a warehouse associate was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on April 3, 2016, an office assistant stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on September 26, 2016, a workshop helper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on June 8, 2016, a storekeeper stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on October 17, 2017, an operator was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on February 3, 2017, a storekeeper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on January 26, 2016, Employee #1 felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on December 26, 2017, a warehouse associate found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on July 12, 2017, an employee noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 8:40 a.m. on November 8, 2016, a warehouse associate noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on September 12, 2017, a warehouse associate observed that a machine guard interlock label had faded and was difficult to read. The label was replaced during the next planned shutdown. The machine was not in operation at the time. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:50 a.m. on September 3, 2017, an office assistant was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on July 17, 2016, a storekeeper noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on October 26, 2017, Employee #1 grazed a knuckle against a rough edge while removing a hand-tightened cover plate. A minor abrasion was dressed on site and the edge was deburred.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on July 21, 2017, a warehouse associate got a small amount of dust in the right eye while sweeping the workshop floor. The eye was rinsed at the eyewash station and mild irritation resolved within the hour. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 2:45 p.m. on January 26, 2017, a contractor's helper was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 9:05 a.m. on January 12, 2016, a storekeeper stepped down from a low platform approximately 40 centimetres high and felt a slight jolt in the knee. No swelling or restriction was observed. The employee declined medical attention. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on September 26, 2016, a storekeeper carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on May 26, 2016, a housekeeping attendant noticed that a stepladder in the store room had a worn non-slip foot while carrying out a pre-use check. The ladder was tagged out of service and replaced. No one was injured and no work at height took place. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on November 17, 2017, a workshop helper noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 1:20 p.m. on June 12, 2017, an office assistant felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on October 21, 2017, a maintenance technician noticed a small oil seep beneath a stationary pump during a routine walk-round. A drip tray was placed and maintenance scheduled the repair. No spill reached the drain and no one was exposed. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
